EmployeeID,Department,JobRole,JobLevel,Age,Gender,SystemName,AccessLevel,JML_Status,Attrition,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,RiskScore,RiskLevel
EMP0064,Research & Development,Laboratory Technician,3,48,Male,ServiceNow,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0064,Research & Development,Laboratory Technician,3,48,Male,Lab Systems,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0065,Research & Development,Laboratory Technician,1,28,Male,Active Directory,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,SAP,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,SharePoint,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,ServiceNow,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,Lab Systems,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0090,Research & Development,Research Scientist,1,36,Male,Active Directory,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,SAP,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,SharePoint,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,ServiceNow,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,Lab Systems,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0118,Sales,Sales Executive,3,46,Male,Active Directory,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,Salesforce,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,SharePoint,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,ServiceNow,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,CRM Portal,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0133,Human Resources,Human Resources,1,37,Male,Active Directory,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,Workday,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,SharePoint,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,ServiceNow,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,HR Portal,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0137,Research & Development,Laboratory Technician,1,20,Female,Active Directory,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,SAP,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,SharePoint,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,ServiceNow,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,Lab Systems,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0142,Sales,Sales Executive,2,25,Male,Active Directory,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,Salesforce,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,SharePoint,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,ServiceNow,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,CRM Portal,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,Active Directory,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,SAP,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,SharePoint,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,ServiceNow,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,Lab Systems,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0161,Research & Development,Research Scientist,1,56,Female,Active Directory,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
EMP0161,Research & Development,Research Scientist,1,56,Female,SAP,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
EMP0161,Research & Development,Research Scientist,1,56,Female,SharePoint,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
EMP0161,Research & Development,Research Scientist,1,56,Female,ServiceNow,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
EMP0161,Research & Development,Research Scientist,1,56,Female,Lab Systems,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
EMP0163,Sales,Sales Executive,2,31,Male,Active Directory,Write,Leaver,Yes,7,7,7,7,Travel_Rarely,Yes,3,12,3,80,Critical
EMP0163,Sales,Sales Executive,2,31,Male,Salesforce,Write,Leaver,Yes,7,7,7,7,Travel_Rarely,Yes,3,12,3,80,Critical
EMP0163,Sales,Sales Executive,2,31,Male,SharePoint,Write,Leaver,Yes,7,7,7,7,Travel_Rarely,Yes,3,12,3,80,Critical
EMP0163,Sales,Sales Executive,2,31,Male,ServiceNow,Write,Leaver,Yes,7,7,7,7,Travel_Rarely,Yes,3,12,3,80,Critical
EMP0163,Sales,Sales Executive,2,31,Male,CRM Portal,Write,Leaver,Yes,7,7,7,7,Travel_Rarely,Yes,3,12,3,80,Critical
EMP0165,Research & Development,Healthcare Representative,3,58,Female,Active Directory,Read,Leaver,Yes,40,10,15,6,Travel_Rarely,No,3,40,3,65,High
EMP0165,Research & Development,Healthcare Representative,3,58,Female,SAP,Read,Leaver,Yes,40,10,15,6,Travel_Rarely,No,3,40,3,65,High
EMP0165,Research & Development,Healthcare Representative,3,58,Female,SharePoint,Read,Leaver,Yes,40,10,15,6,Travel_Rarely,No,3,40,3,65,High
EMP0165,Research & Development,Healthcare Representative,3,58,Female,ServiceNow,Read,Leaver,Yes,40,10,15,6,Travel_Rarely,No,3,40,3,65,High
EMP0165,Research & Development,Healthcare Representative,3,58,Female,Lab Systems,Read,Leaver,Yes,40,10,15,6,Travel_Rarely,No,3,40,3,65,High
EMP0167,Sales,Sales Representative,1,19,Male,Active Directory,Read,Leaver,Yes,0,0,0,0,Travel_Rarely,Yes,3,0,2,70,Critical
EMP0167,Sales,Sales Representative,1,19,Male,Salesforce,Read,Leaver,Yes,0,0,0,0,Travel_Rarely,Yes,3,0,2,70,Critical
EMP0167,Sales,Sales Representative,1,19,Male,SharePoint,Read,Leaver,Yes,0,0,0,0,Travel_Rarely,Yes,3,0,2,70,Critical
EMP0167,Sales,Sales Representative,1,19,Male,ServiceNow,Read,Leaver,Yes,0,0,0,0,Travel_Rarely,Yes,3,0,2,70,Critical
EMP0167,Sales,Sales Representative,1,19,Male,CRM Portal,Read,Leaver,Yes,0,0,0,0,Travel_Rarely,Yes,3,0,2,70,Critical
EMP0175,Sales,Sales Executive,2,31,Female,Active Directory,Write,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,4,2,70,Critical
EMP0175,Sales,Sales Executive,2,31,Female,Salesforce,Write,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,4,2,70,Critical
EMP0175,Sales,Sales Executive,2,31,Female,SharePoint,Write,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,4,2,70,Critical
EMP0175,Sales,Sales Executive,2,31,Female,ServiceNow,Write,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,4,2,70,Critical
EMP0175,Sales,Sales Executive,2,31,Female,CRM Portal,Write,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,4,2,70,Critical
EMP0179,Research & Development,Manufacturing Director,3,51,Male,Active Directory,Write,Leaver,Yes,4,2,0,3,Travel_Frequently,No,3,18,2,65,High
EMP0179,Research & Development,Manufacturing Director,3,51,Male,SAP,Write,Leaver,Yes,4,2,0,3,Travel_Frequently,No,3,18,2,65,High
EMP0179,Research & Development,Manufacturing Director,3,51,Male,SharePoint,Write,Leaver,Yes,4,2,0,3,Travel_Frequently,No,3,18,2,65,High
EMP0179,Research & Development,Manufacturing Director,3,51,Male,ServiceNow,Write,Leaver,Yes,4,2,0,3,Travel_Frequently,No,3,18,2,65,High
EMP0179,Research & Development,Manufacturing Director,3,51,Male,Lab Systems,Write,Leaver,Yes,4,2,0,3,Travel_Frequently,No,3,18,2,65,High
EMP0190,Research & Development,Laboratory Technician,1,32,Female,Active Directory,Read,Leaver,Yes,5,4,0,4,Travel_Rarely,No,4,10,2,50,High
EMP0190,Research & Development,Laboratory Technician,1,32,Female,SAP,Read,Leaver,Yes,5,4,0,4,Travel_Rarely,No,4,10,2,50,High
EMP0190,Research & Development,Laboratory Technician,1,32,Female,SharePoint,Read,Leaver,Yes,5,4,0,4,Travel_Rarely,No,4,10,2,50,High
EMP0190,Research & Development,Laboratory Technician,1,32,Female,ServiceNow,Read,Leaver,Yes,5,4,0,4,Travel_Rarely,No,4,10,2,50,High
EMP0190,Research & Development,Laboratory Technician,1,32,Female,Lab Systems,Read,Leaver,Yes,5,4,0,4,Travel_Rarely,No,4,10,2,50,High
EMP0235,Sales,Sales Representative,1,19,Female,Active Directory,Read,Leaver,Yes,0,0,0,0,Travel_Frequently,No,4,1,5,65,High
EMP0235,Sales,Sales Representative,1,19,Female,Salesforce,Read,Leaver,Yes,0,0,0,0,Travel_Frequently,No,4,1,5,65,High
EMP0235,Sales,Sales Representative,1,19,Female,SharePoint,Read,Leaver,Yes,0,0,0,0,Travel_Frequently,No,4,1,5,65,High
EMP0235,Sales,Sales Representative,1,19,Female,ServiceNow,Read,Leaver,Yes,0,0,0,0,Travel_Frequently,No,4,1,5,65,High
EMP0235,Sales,Sales Representative,1,19,Female,CRM Portal,Read,Leaver,Yes,0,0,0,0,Travel_Frequently,No,4,1,5,65,High
EMP0243,Research & Development,Laboratory Technician,1,19,Male,Active Directory,Read,Leaver,Yes,1,0,1,0,Travel_Rarely,No,4,1,3,60,High
EMP0243,Research & Development,Laboratory Technician,1,19,Male,SAP,Read,Leaver,Yes,1,0,1,0,Travel_Rarely,No,4,1,3,60,High
EMP0243,Research & Development,Laboratory Technician,1,19,Male,SharePoint,Read,Leaver,Yes,1,0,1,0,Travel_Rarely,No,4,1,3,60,High
EMP0243,Research & Development,Laboratory Technician,1,19,Male,ServiceNow,Read,Leaver,Yes,1,0,1,0,Travel_Rarely,No,4,1,3,60,High
EMP0243,Research & Development,Laboratory Technician,1,19,Male,Lab Systems,Read,Leaver,Yes,1,0,1,0,Travel_Rarely,No,4,1,3,60,High
EMP0248,Sales,Sales Representative,1,41,Female,Active Directory,Read,Leaver,Yes,4,3,0,2,Travel_Rarely,Yes,4,4,5,60,High
EMP0248,Sales,Sales Representative,1,41,Female,Salesforce,Read,Leaver,Yes,4,3,0,2,Travel_Rarely,Yes,4,4,5,60,High
EMP0248,Sales,Sales Representative,1,41,Female,SharePoint,Read,Leaver,Yes,4,3,0,2,Travel_Rarely,Yes,4,4,5,60,High
EMP0248,Sales,Sales Representative,1,41,Female,ServiceNow,Read,Leaver,Yes,4,3,0,2,Travel_Rarely,Yes,4,4,5,60,High
EMP0248,Sales,Sales Representative,1,41,Female,CRM Portal,Read,Leaver,Yes,4,3,0,2,Travel_Rarely,Yes,4,4,5,60,High
EMP0261,Research & Development,Manufacturing Director,2,35,Male,Active Directory,Write,Leaver,Yes,1,0,0,1,Travel_Rarely,Yes,3,8,1,80,Critical
EMP0261,Research & Development,Manufacturing Director,2,35,Male,SAP,Write,Leaver,Yes,1,0,0,1,Travel_Rarely,Yes,3,8,1,80,Critical
EMP0261,Research & Development,Manufacturing Director,2,35,Male,SharePoint,Write,Leaver,Yes,1,0,0,1,Travel_Rarely,Yes,3,8,1,80,Critical
EMP0261,Research & Development,Manufacturing Director,2,35,Male,ServiceNow,Write,Leaver,Yes,1,0,0,1,Travel_Rarely,Yes,3,8,1,80,Critical
EMP0261,Research & Development,Manufacturing Director,2,35,Male,Lab Systems,Write,Leaver,Yes,1,0,0,1,Travel_Rarely,Yes,3,8,1,80,Critical
EMP0282,Research & Development,Healthcare Representative,2,38,Male,Active Directory,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,17,2,70,Critical
EMP0282,Research & Development,Healthcare Representative,2,38,Male,SAP,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,17,2,70,Critical
EMP0282,Research & Development,Healthcare Representative,2,38,Male,SharePoint,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,17,2,70,Critical
EMP0282,Research & Development,Healthcare Representative,2,38,Male,ServiceNow,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,17,2,70,Critical
EMP0282,Research & Development,Healthcare Representative,2,38,Male,Lab Systems,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,17,2,70,Critical
EMP0283,Sales,Sales Executive,3,29,Female,Active Directory,Write,Leaver,Yes,10,4,1,9,Travel_Rarely,No,4,10,3,70,Critical
EMP0283,Sales,Sales Executive,3,29,Female,Salesforce,Write,Leaver,Yes,10,4,1,9,Travel_Rarely,No,4,10,3,70,Critical
EMP0283,Sales,Sales Executive,3,29,Female,SharePoint,Write,Leaver,Yes,10,4,1,9,Travel_Rarely,No,4,10,3,70,Critical
EMP0283,Sales,Sales Executive,3,29,Female,ServiceNow,Write,Leaver,Yes,10,4,1,9,Travel_Rarely,No,4,10,3,70,Critical
EMP0283,Sales,Sales Executive,3,29,Female,CRM Portal,Write,Leaver,Yes,10,4,1,9,Travel_Rarely,No,4,10,3,70,Critical
EMP0291,Sales,Sales Executive,3,32,Male,Active Directory,Write,Leaver,Yes,14,8,9,8,Travel_Rarely,No,3,14,2,75,Critical
EMP0291,Sales,Sales Executive,3,32,Male,Salesforce,Write,Leaver,Yes,14,8,9,8,Travel_Rarely,No,3,14,2,75,Critical
EMP0291,Sales,Sales Executive,3,32,Male,SharePoint,Write,Leaver,Yes,14,8,9,8,Travel_Rarely,No,3,14,2,75,Critical
EMP0291,Sales,Sales Executive,3,32,Male,ServiceNow,Write,Leaver,Yes,14,8,9,8,Travel_Rarely,No,3,14,2,75,Critical
EMP0291,Sales,Sales Executive,3,32,Male,CRM Portal,Write,Leaver,Yes,14,8,9,8,Travel_Rarely,No,3,14,2,75,Critical
EMP0297,Research & Development,Research Scientist,1,30,Female,Active Directory,Write,Leaver,Yes,5,2,0,4,Travel_Rarely,Yes,3,8,5,70,Critical
EMP0297,Research & Development,Research Scientist,1,30,Female,SAP,Write,Leaver,Yes,5,2,0,4,Travel_Rarely,Yes,3,8,5,70,Critical
EMP0297,Research & Development,Research Scientist,1,30,Female,SharePoint,Write,Leaver,Yes,5,2,0,4,Travel_Rarely,Yes,3,8,5,70,Critical
EMP0297,Research & Development,Research Scientist,1,30,Female,ServiceNow,Write,Leaver,Yes,5,2,0,4,Travel_Rarely,Yes,3,8,5,70,Critical
EMP0297,Research & Development,Research Scientist,1,30,Female,Lab Systems,Write,Leaver,Yes,5,2,0,4,Travel_Rarely,Yes,3,8,5,70,Critical
EMP0299,Sales,Sales Executive,2,30,Female,Active Directory,Write,Leaver,Yes,6,3,0,1,Travel_Frequently,No,3,9,5,85,Critical
EMP0299,Sales,Sales Executive,2,30,Female,Salesforce,Write,Leaver,Yes,6,3,0,1,Travel_Frequently,No,3,9,5,85,Critical
EMP0299,Sales,Sales Executive,2,30,Female,SharePoint,Write,Leaver,Yes,6,3,0,1,Travel_Frequently,No,3,9,5,85,Critical
EMP0299,Sales,Sales Executive,2,30,Female,ServiceNow,Write,Leaver,Yes,6,3,0,1,Travel_Frequently,No,3,9,5,85,Critical
EMP0299,Sales,Sales Executive,2,30,Female,CRM Portal,Write,Leaver,Yes,6,3,0,1,Travel_Frequently,No,3,9,5,85,Critical
EMP0300,Research & Development,Research Scientist,1,29,Male,Active Directory,Write,Leaver,Yes,6,2,1,5,Travel_Rarely,No,3,7,1,70,Critical
EMP0300,Research & Development,Research Scientist,1,29,Male,SAP,Write,Leaver,Yes,6,2,1,5,Travel_Rarely,No,3,7,1,70,Critical
EMP0300,Research & Development,Research Scientist,1,29,Male,SharePoint,Write,Leaver,Yes,6,2,1,5,Travel_Rarely,No,3,7,1,70,Critical
EMP0300,Research & Development,Research Scientist,1,29,Male,ServiceNow,Write,Leaver,Yes,6,2,1,5,Travel_Rarely,No,3,7,1,70,Critical
EMP0300,Research & Development,Research Scientist,1,29,Male,Lab Systems,Write,Leaver,Yes,6,2,1,5,Travel_Rarely,No,3,7,1,70,Critical
EMP0315,Research & Development,Research Scientist,1,29,Male,Active Directory,Write,Leaver,Yes,4,3,0,1,Travel_Rarely,Yes,3,4,3,80,Critical
