EmployeeID,Department,JobRole,SystemName,AccessLevel,RiskScore,RiskLevel,YearsAtCompany
EMP1639,Sales,Sales Executive,ServiceNow,Write,85,Critical,13
EMP1639,Sales,Sales Executive,CRM Portal,Write,85,Critical,13
EMP1767,Research & Development,Research Scientist,Active Directory,Write,85,Critical,1
EMP1767,Research & Development,Research Scientist,SAP,Write,85,Critical,1
EMP1767,Research & Development,Research Scientist,SharePoint,Write,85,Critical,1
EMP1767,Research & Development,Research Scientist,ServiceNow,Write,85,Critical,1
EMP1767,Research & Development,Research Scientist,Lab Systems,Write,85,Critical,1
EMP1868,Research & Development,Research Scientist,Active Directory,Write,85,Critical,1
EMP1868,Research & Development,Research Scientist,SAP,Write,85,Critical,1
EMP1868,Research & Development,Research Scientist,SharePoint,Write,85,Critical,1
EMP1868,Research & Development,Research Scientist,ServiceNow,Write,85,Critical,1
EMP1868,Research & Development,Research Scientist,Lab Systems,Write,85,Critical,1
EMP1967,Sales,Sales Executive,Active Directory,Write,85,Critical,10
EMP1967,Sales,Sales Executive,Salesforce,Write,85,Critical,10
EMP1967,Sales,Sales Executive,SharePoint,Write,85,Critical,10
EMP1967,Sales,Sales Executive,ServiceNow,Write,85,Critical,10
EMP1967,Sales,Sales Executive,CRM Portal,Write,85,Critical,10
EMP2044,Sales,Sales Executive,Active Directory,Write,85,Critical,6
EMP2044,Sales,Sales Executive,Salesforce,Write,85,Critical,6
EMP2044,Sales,Sales Executive,SharePoint,Write,85,Critical,6
EMP2044,Sales,Sales Executive,ServiceNow,Write,85,Critical,6
EMP2044,Sales,Sales Executive,CRM Portal,Write,85,Critical,6
EMP0001,Sales,Sales Executive,Active Directory,Write,80,Critical,6
EMP0001,Sales,Sales Executive,Salesforce,Write,80,Critical,6
EMP0001,Sales,Sales Executive,SharePoint,Write,80,Critical,6
EMP0001,Sales,Sales Executive,ServiceNow,Write,80,Critical,6
EMP0001,Sales,Sales Executive,CRM Portal,Write,80,Critical,6
EMP0045,Research & Development,Research Scientist,Active Directory,Write,80,Critical,2
EMP0045,Research & Development,Research Scientist,SAP,Write,80,Critical,2
EMP0045,Research & Development,Research Scientist,SharePoint,Write,80,Critical,2
EMP0045,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,2
EMP0045,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,2
EMP0090,Research & Development,Research Scientist,Active Directory,Write,80,Critical,1
EMP0090,Research & Development,Research Scientist,SAP,Write,80,Critical,1
EMP0090,Research & Development,Research Scientist,SharePoint,Write,80,Critical,1
EMP0090,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,1
EMP0090,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,1
EMP0142,Sales,Sales Executive,Active Directory,Write,80,Critical,6
EMP0142,Sales,Sales Executive,Salesforce,Write,80,Critical,6
EMP0142,Sales,Sales Executive,SharePoint,Write,80,Critical,6
EMP0142,Sales,Sales Executive,ServiceNow,Write,80,Critical,6
EMP0142,Sales,Sales Executive,CRM Portal,Write,80,Critical,6
EMP0163,Sales,Sales Executive,Active Directory,Write,80,Critical,7
EMP0163,Sales,Sales Executive,Salesforce,Write,80,Critical,7
EMP0163,Sales,Sales Executive,SharePoint,Write,80,Critical,7
EMP0163,Sales,Sales Executive,ServiceNow,Write,80,Critical,7
EMP0163,Sales,Sales Executive,CRM Portal,Write,80,Critical,7
EMP0261,Research & Development,Manufacturing Director,Active Directory,Write,80,Critical,1
EMP0261,Research & Development,Manufacturing Director,SAP,Write,80,Critical,1
EMP0261,Research & Development,Manufacturing Director,SharePoint,Write,80,Critical,1
EMP0261,Research & Development,Manufacturing Director,ServiceNow,Write,80,Critical,1
EMP0261,Research & Development,Manufacturing Director,Lab Systems,Write,80,Critical,1
EMP0315,Research & Development,Research Scientist,Active Directory,Write,80,Critical,4
EMP0315,Research & Development,Research Scientist,SAP,Write,80,Critical,4
EMP0315,Research & Development,Research Scientist,SharePoint,Write,80,Critical,4
EMP0315,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,4
EMP0315,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,4
EMP0401,Sales,Sales Executive,Active Directory,Write,80,Critical,8
EMP0401,Sales,Sales Executive,Salesforce,Write,80,Critical,8
EMP0401,Sales,Sales Executive,SharePoint,Write,80,Critical,8
EMP0401,Sales,Sales Executive,ServiceNow,Write,80,Critical,8
EMP0401,Sales,Sales Executive,CRM Portal,Write,80,Critical,8
EMP0445,Sales,Sales Executive,Active Directory,Write,80,Critical,1
EMP0445,Sales,Sales Executive,Salesforce,Write,80,Critical,1
EMP0445,Sales,Sales Executive,SharePoint,Write,80,Critical,1
EMP0445,Sales,Sales Executive,ServiceNow,Write,80,Critical,1
EMP0445,Sales,Sales Executive,CRM Portal,Write,80,Critical,1
EMP0582,Research & Development,Manager,Active Directory,Write,80,Critical,7
EMP0582,Research & Development,Manager,SAP,Write,80,Critical,7
EMP0582,Research & Development,Manager,SharePoint,Write,80,Critical,7
EMP0582,Research & Development,Manager,ServiceNow,Write,80,Critical,7
EMP0582,Research & Development,Manager,Lab Systems,Write,80,Critical,7
EMP0701,Research & Development,Research Scientist,Active Directory,Write,80,Critical,1
EMP0701,Research & Development,Research Scientist,SAP,Write,80,Critical,1
EMP0701,Research & Development,Research Scientist,SharePoint,Write,80,Critical,1
EMP0701,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,1
EMP0701,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,1
EMP0741,Research & Development,Research Scientist,Active Directory,Write,80,Critical,7
EMP0741,Research & Development,Research Scientist,SAP,Write,80,Critical,7
EMP0741,Research & Development,Research Scientist,SharePoint,Write,80,Critical,7
EMP0741,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,7
EMP0741,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,7
EMP0780,Research & Development,Research Scientist,Active Directory,Write,80,Critical,10
EMP0780,Research & Development,Research Scientist,SAP,Write,80,Critical,10
EMP0780,Research & Development,Research Scientist,SharePoint,Write,80,Critical,10
EMP0780,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,10
EMP0780,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,10
EMP0927,Research & Development,Laboratory Technician,Active Directory,Read,80,Critical,7
EMP0927,Research & Development,Laboratory Technician,SAP,Read,80,Critical,7
EMP0927,Research & Development,Laboratory Technician,SharePoint,Read,80,Critical,7
EMP0927,Research & Development,Laboratory Technician,ServiceNow,Read,80,Critical,7
EMP0927,Research & Development,Laboratory Technician,Lab Systems,Read,80,Critical,7
EMP0994,Research & Development,Research Scientist,Active Directory,Write,80,Critical,0
EMP0994,Research & Development,Research Scientist,SAP,Write,80,Critical,0
EMP0994,Research & Development,Research Scientist,SharePoint,Write,80,Critical,0
EMP0994,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,0
EMP0994,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,0
EMP1004,Research & Development,Research Scientist,Active Directory,Write,80,Critical,5
EMP1004,Research & Development,Research Scientist,SAP,Write,80,Critical,5
EMP1004,Research & Development,Research Scientist,SharePoint,Write,80,Critical,5
EMP1004,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,5
EMP1004,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,5
EMP1016,Research & Development,Research Scientist,Active Directory,Write,80,Critical,1
EMP1016,Research & Development,Research Scientist,SAP,Write,80,Critical,1
EMP1016,Research & Development,Research Scientist,SharePoint,Write,80,Critical,1
EMP1016,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,1
EMP1016,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,1
EMP1081,Research & Development,Research Scientist,Active Directory,Write,80,Critical,10
EMP1081,Research & Development,Research Scientist,SAP,Write,80,Critical,10
EMP1081,Research & Development,Research Scientist,SharePoint,Write,80,Critical,10
EMP1081,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,10
EMP1081,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,10
EMP1100,Sales,Sales Executive,Active Directory,Write,80,Critical,8
EMP1100,Sales,Sales Executive,Salesforce,Write,80,Critical,8
EMP1100,Sales,Sales Executive,SharePoint,Write,80,Critical,8
EMP1100,Sales,Sales Executive,ServiceNow,Write,80,Critical,8
EMP1100,Sales,Sales Executive,CRM Portal,Write,80,Critical,8
EMP1101,Research & Development,Research Scientist,Active Directory,Write,80,Critical,13
EMP1101,Research & Development,Research Scientist,SAP,Write,80,Critical,13
EMP1101,Research & Development,Research Scientist,SharePoint,Write,80,Critical,13
EMP1101,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,13
EMP1101,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,13
EMP1200,Research & Development,Research Scientist,Active Directory,Write,80,Critical,6
EMP1200,Research & Development,Research Scientist,SAP,Write,80,Critical,6
EMP1200,Research & Development,Research Scientist,SharePoint,Write,80,Critical,6
EMP1200,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,6
EMP1200,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,6
EMP1318,Sales,Sales Executive,Active Directory,Write,80,Critical,5
EMP1318,Sales,Sales Executive,Salesforce,Write,80,Critical,5
EMP1318,Sales,Sales Executive,SharePoint,Write,80,Critical,5
EMP1318,Sales,Sales Executive,ServiceNow,Write,80,Critical,5
EMP1318,Sales,Sales Executive,CRM Portal,Write,80,Critical,5
EMP1319,Sales,Sales Executive,Active Directory,Write,80,Critical,8
EMP1319,Sales,Sales Executive,Salesforce,Write,80,Critical,8
EMP1319,Sales,Sales Executive,SharePoint,Write,80,Critical,8
EMP1319,Sales,Sales Executive,ServiceNow,Write,80,Critical,8
EMP1319,Sales,Sales Executive,CRM Portal,Write,80,Critical,8
EMP1360,Research & Development,Manufacturing Director,Active Directory,Write,80,Critical,10
EMP1360,Research & Development,Manufacturing Director,SAP,Write,80,Critical,10
EMP1360,Research & Development,Manufacturing Director,SharePoint,Write,80,Critical,10
EMP1360,Research & Development,Manufacturing Director,ServiceNow,Write,80,Critical,10
EMP1360,Research & Development,Manufacturing Director,Lab Systems,Write,80,Critical,10
EMP1389,Research & Development,Manufacturing Director,Active Directory,Write,80,Critical,10
EMP1389,Research & Development,Manufacturing Director,SAP,Write,80,Critical,10
EMP1389,Research & Development,Manufacturing Director,SharePoint,Write,80,Critical,10
EMP1389,Research & Development,Manufacturing Director,ServiceNow,Write,80,Critical,10
EMP1389,Research & Development,Manufacturing Director,Lab Systems,Write,80,Critical,10
EMP1405,Research & Development,Research Scientist,Active Directory,Write,80,Critical,8
EMP1405,Research & Development,Research Scientist,SAP,Write,80,Critical,8
EMP1405,Research & Development,Research Scientist,SharePoint,Write,80,Critical,8
EMP1405,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,8
EMP1405,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,8
EMP1716,Sales,Sales Executive,Active Directory,Write,80,Critical,23
EMP1716,Sales,Sales Executive,Salesforce,Write,80,Critical,23
EMP1716,Sales,Sales Executive,SharePoint,Write,80,Critical,23
EMP1716,Sales,Sales Executive,ServiceNow,Write,80,Critical,23
EMP1716,Sales,Sales Executive,CRM Portal,Write,80,Critical,23
EMP1758,Sales,Sales Executive,Active Directory,Write,80,Critical,0
EMP1758,Sales,Sales Executive,Salesforce,Write,80,Critical,0
EMP1758,Sales,Sales Executive,SharePoint,Write,80,Critical,0
EMP1758,Sales,Sales Executive,ServiceNow,Write,80,Critical,0
EMP1758,Sales,Sales Executive,CRM Portal,Write,80,Critical,0
EMP1797,Sales,Sales Executive,Active Directory,Write,80,Critical,10
EMP1797,Sales,Sales Executive,Salesforce,Write,80,Critical,10
EMP1797,Sales,Sales Executive,SharePoint,Write,80,Critical,10
EMP1797,Sales,Sales Executive,ServiceNow,Write,80,Critical,10
EMP1797,Sales,Sales Executive,CRM Portal,Write,80,Critical,10
EMP1878,Research & Development,Research Scientist,Active Directory,Write,80,Critical,1
EMP1878,Research & Development,Research Scientist,SAP,Write,80,Critical,1
EMP1878,Research & Development,Research Scientist,SharePoint,Write,80,Critical,1
EMP1878,Research & Development,Research Scientist,ServiceNow,Write,80,Critical,1
EMP1878,Research & Development,Research Scientist,Lab Systems,Write,80,Critical,1
EMP2055,Sales,Sales Executive,Active Directory,Write,80,Critical,3
EMP2055,Sales,Sales Executive,Salesforce,Write,80,Critical,3
EMP2055,Sales,Sales Executive,SharePoint,Write,80,Critical,3
EMP2055,Sales,Sales Executive,ServiceNow,Write,80,Critical,3
EMP2055,Sales,Sales Executive,CRM Portal,Write,80,Critical,3
EMP0137,Research & Development,Laboratory Technician,Active Directory,Read,75,Critical,1
EMP0137,Research & Development,Laboratory Technician,SAP,Read,75,Critical,1
EMP0137,Research & Development,Laboratory Technician,SharePoint,Read,75,Critical,1
EMP0137,Research & Development,Laboratory Technician,ServiceNow,Read,75,Critical,1
EMP0137,Research & Development,Laboratory Technician,Lab Systems,Read,75,Critical,1
EMP0147,Research & Development,Laboratory Technician,Active Directory,Read,75,Critical,9
EMP0147,Research & Development,Laboratory Technician,SAP,Read,75,Critical,9
EMP0147,Research & Development,Laboratory Technician,SharePoint,Read,75,Critical,9
EMP0147,Research & Development,Laboratory Technician,ServiceNow,Read,75,Critical,9
EMP0147,Research & Development,Laboratory Technician,Lab Systems,Read,75,Critical,9
EMP0291,Sales,Sales Executive,Active Directory,Write,75,Critical,14
EMP0291,Sales,Sales Executive,Salesforce,Write,75,Critical,14
EMP0291,Sales,Sales Executive,SharePoint,Write,75,Critical,14
EMP0291,Sales,Sales Executive,ServiceNow,Write,75,Critical,14
EMP0291,Sales,Sales Executive,CRM Portal,Write,75,Critical,14
EMP0342,Research & Development,Manufacturing Director,Active Directory,Write,75,Critical,1
EMP0342,Research & Development,Manufacturing Director,SAP,Write,75,Critical,1
EMP0342,Research & Development,Manufacturing Director,SharePoint,Write,75,Critical,1
EMP0342,Research & Development,Manufacturing Director,ServiceNow,Write,75,Critical,1
EMP0342,Research & Development,Manufacturing Director,Lab Systems,Write,75,Critical,1
EMP0376,Research & Development,Manager,Active Directory,Write,75,Critical,10
EMP0376,Research & Development,Manager,SAP,Write,75,Critical,10
EMP0376,Research & Development,Manager,SharePoint,Write,75,Critical,10
EMP0376,Research & Development,Manager,ServiceNow,Write,75,Critical,10
EMP0376,Research & Development,Manager,Lab Systems,Write,75,Critical,10
EMP0392,Research & Development,Laboratory Technician,Active Directory,Read,75,Critical,1
EMP0392,Research & Development,Laboratory Technician,SAP,Read,75,Critical,1
EMP0392,Research & Development,Laboratory Technician,SharePoint,Read,75,Critical,1
EMP0392,Research & Development,Laboratory Technician,ServiceNow,Read,75,Critical,1
EMP0392,Research & Development,Laboratory Technician,Lab Systems,Read,75,Critical,1
EMP0488,Sales,Sales Executive,Active Directory,Write,75,Critical,8
EMP0488,Sales,Sales Executive,Salesforce,Write,75,Critical,8
EMP0488,Sales,Sales Executive,SharePoint,Write,75,Critical,8
EMP0488,Sales,Sales Executive,ServiceNow,Write,75,Critical,8
EMP0488,Sales,Sales Executive,CRM Portal,Write,75,Critical,8
EMP0510,Research & Development,Research Scientist,Active Directory,Write,75,Critical,6
EMP0510,Research & Development,Research Scientist,SAP,Write,75,Critical,6
EMP0510,Research & Development,Research Scientist,SharePoint,Write,75,Critical,6
EMP0510,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,6
EMP0510,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,6
EMP0614,Sales,Sales Representative,Active Directory,Read,75,Critical,0
EMP0614,Sales,Sales Representative,Salesforce,Read,75,Critical,0
EMP0614,Sales,Sales Representative,SharePoint,Read,75,Critical,0
EMP0614,Sales,Sales Representative,ServiceNow,Read,75,Critical,0
EMP0614,Sales,Sales Representative,CRM Portal,Read,75,Critical,0
EMP0647,Research & Development,Laboratory Technician,Active Directory,Read,75,Critical,6
EMP0647,Research & Development,Laboratory Technician,SAP,Read,75,Critical,6
EMP0647,Research & Development,Laboratory Technician,SharePoint,Read,75,Critical,6
EMP0647,Research & Development,Laboratory Technician,ServiceNow,Read,75,Critical,6
EMP0647,Research & Development,Laboratory Technician,Lab Systems,Read,75,Critical,6
EMP0684,Sales,Sales Executive,Active Directory,Write,75,Critical,1
EMP0684,Sales,Sales Executive,Salesforce,Write,75,Critical,1
EMP0684,Sales,Sales Executive,SharePoint,Write,75,Critical,1
EMP0684,Sales,Sales Executive,ServiceNow,Write,75,Critical,1
EMP0684,Sales,Sales Executive,CRM Portal,Write,75,Critical,1
EMP0723,Sales,Sales Executive,Active Directory,Write,75,Critical,4
EMP0723,Sales,Sales Executive,Salesforce,Write,75,Critical,4
EMP0723,Sales,Sales Executive,SharePoint,Write,75,Critical,4
EMP0723,Sales,Sales Executive,ServiceNow,Write,75,Critical,4
EMP0723,Sales,Sales Executive,CRM Portal,Write,75,Critical,4
EMP0752,Research & Development,Research Scientist,Active Directory,Write,75,Critical,2
EMP0752,Research & Development,Research Scientist,SAP,Write,75,Critical,2
EMP0752,Research & Development,Research Scientist,SharePoint,Write,75,Critical,2
EMP0752,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,2
EMP0752,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,2
EMP0785,Sales,Sales Executive,Active Directory,Write,75,Critical,5
EMP0785,Sales,Sales Executive,Salesforce,Write,75,Critical,5
EMP0785,Sales,Sales Executive,SharePoint,Write,75,Critical,5
EMP0785,Sales,Sales Executive,ServiceNow,Write,75,Critical,5
EMP0785,Sales,Sales Executive,CRM Portal,Write,75,Critical,5
EMP0918,Research & Development,Laboratory Technician,Active Directory,Read,75,Critical,1
EMP0918,Research & Development,Laboratory Technician,SAP,Read,75,Critical,1
EMP0918,Research & Development,Laboratory Technician,SharePoint,Read,75,Critical,1
EMP0918,Research & Development,Laboratory Technician,ServiceNow,Read,75,Critical,1
EMP0918,Research & Development,Laboratory Technician,Lab Systems,Read,75,Critical,1
EMP0970,Sales,Sales Executive,Active Directory,Write,75,Critical,14
EMP0970,Sales,Sales Executive,Salesforce,Write,75,Critical,14
EMP0970,Sales,Sales Executive,SharePoint,Write,75,Critical,14
EMP0970,Sales,Sales Executive,ServiceNow,Write,75,Critical,14
EMP0970,Sales,Sales Executive,CRM Portal,Write,75,Critical,14
EMP0986,Sales,Sales Executive,Active Directory,Write,75,Critical,1
EMP0986,Sales,Sales Executive,Salesforce,Write,75,Critical,1
EMP0986,Sales,Sales Executive,SharePoint,Write,75,Critical,1
EMP0986,Sales,Sales Executive,ServiceNow,Write,75,Critical,1
EMP0986,Sales,Sales Executive,CRM Portal,Write,75,Critical,1
EMP1038,Sales,Manager,Active Directory,Write,75,Critical,32
EMP1038,Sales,Manager,Salesforce,Write,75,Critical,32
EMP1038,Sales,Manager,SharePoint,Write,75,Critical,32
EMP1038,Sales,Manager,ServiceNow,Write,75,Critical,32
EMP1038,Sales,Manager,CRM Portal,Write,75,Critical,32
EMP1053,Research & Development,Research Scientist,Active Directory,Write,75,Critical,3
EMP1053,Research & Development,Research Scientist,SAP,Write,75,Critical,3
EMP1053,Research & Development,Research Scientist,SharePoint,Write,75,Critical,3
EMP1053,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,3
EMP1053,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,3
EMP1165,Sales,Sales Executive,Active Directory,Write,75,Critical,11
EMP1165,Sales,Sales Executive,Salesforce,Write,75,Critical,11
EMP1165,Sales,Sales Executive,SharePoint,Write,75,Critical,11
EMP1165,Sales,Sales Executive,ServiceNow,Write,75,Critical,11
EMP1165,Sales,Sales Executive,CRM Portal,Write,75,Critical,11
EMP1248,Research & Development,Research Scientist,Active Directory,Write,75,Critical,1
EMP1248,Research & Development,Research Scientist,SAP,Write,75,Critical,1
EMP1248,Research & Development,Research Scientist,SharePoint,Write,75,Critical,1
EMP1248,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,1
EMP1248,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,1
EMP1273,Sales,Sales Representative,Active Directory,Read,75,Critical,1
EMP1273,Sales,Sales Representative,Salesforce,Read,75,Critical,1
EMP1273,Sales,Sales Representative,SharePoint,Read,75,Critical,1
EMP1273,Sales,Sales Representative,ServiceNow,Read,75,Critical,1
EMP1273,Sales,Sales Representative,CRM Portal,Read,75,Critical,1
EMP1380,Sales,Sales Executive,Active Directory,Write,75,Critical,4
EMP1380,Sales,Sales Executive,Salesforce,Write,75,Critical,4
EMP1380,Sales,Sales Executive,SharePoint,Write,75,Critical,4
EMP1380,Sales,Sales Executive,ServiceNow,Write,75,Critical,4
EMP1380,Sales,Sales Executive,CRM Portal,Write,75,Critical,4
EMP1421,Research & Development,Healthcare Representative,Active Directory,Read,75,Critical,8
EMP1421,Research & Development,Healthcare Representative,SAP,Read,75,Critical,8
EMP1421,Research & Development,Healthcare Representative,SharePoint,Read,75,Critical,8
EMP1421,Research & Development,Healthcare Representative,ServiceNow,Read,75,Critical,8
EMP1421,Research & Development,Healthcare Representative,Lab Systems,Read,75,Critical,8
EMP1459,Research & Development,Manufacturing Director,Active Directory,Write,75,Critical,10
EMP1459,Research & Development,Manufacturing Director,SAP,Write,75,Critical,10
EMP1459,Research & Development,Manufacturing Director,SharePoint,Write,75,Critical,10
