EmployeeID,Department,JobRole,JobLevel,Age,Gender,SystemName,AccessLevel,JML_Status,Attrition,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,RiskScore,RiskLevel
EMP0045,Research & Development,Research Scientist,1,24,Male,Lab Systems,Write,Leaver,Yes,2,0,2,0,Travel_Rarely,Yes,3,6,2,80,Critical
EMP0047,Sales,Sales Representative,1,50,Male,Active Directory,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,Salesforce,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,SharePoint,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,ServiceNow,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,CRM Portal,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0051,Research & Development,Research Scientist,1,36,Female,Active Directory,Write,Mover,No,1,1,0,0,Travel_Rarely,Yes,3,6,3,60,High
EMP0051,Research & Development,Research Scientist,1,36,Female,SAP,Write,Mover,No,1,1,0,0,Travel_Rarely,Yes,3,6,3,60,High
EMP0051,Research & Development,Research Scientist,1,36,Female,SharePoint,Write,Mover,No,1,1,0,0,Travel_Rarely,Yes,3,6,3,60,High
EMP0051,Research & Development,Research Scientist,1,36,Female,ServiceNow,Write,Mover,No,1,1,0,0,Travel_Rarely,Yes,3,6,3,60,High
EMP0051,Research & Development,Research Scientist,1,36,Female,Lab Systems,Write,Mover,No,1,1,0,0,Travel_Rarely,Yes,3,6,3,60,High
EMP0055,Research & Development,Laboratory Technician,1,26,Male,Active Directory,Read,Leaver,Yes,1,0,0,1,Travel_Rarely,No,3,1,2,60,High
EMP0055,Research & Development,Laboratory Technician,1,26,Male,SAP,Read,Leaver,Yes,1,0,0,1,Travel_Rarely,No,3,1,2,60,High
EMP0055,Research & Development,Laboratory Technician,1,26,Male,SharePoint,Read,Leaver,Yes,1,0,0,1,Travel_Rarely,No,3,1,2,60,High
EMP0055,Research & Development,Laboratory Technician,1,26,Male,ServiceNow,Read,Leaver,Yes,1,0,0,1,Travel_Rarely,No,3,1,2,60,High
EMP0055,Research & Development,Laboratory Technician,1,26,Male,Lab Systems,Read,Leaver,Yes,1,0,0,1,Travel_Rarely,No,3,1,2,60,High
EMP0058,Research & Development,Research Director,5,41,Female,Active Directory,Admin,Leaver,Yes,22,15,15,8,Travel_Rarely,No,3,23,0,90,Critical
EMP0058,Research & Development,Research Director,5,41,Female,SAP,Admin,Leaver,Yes,22,15,15,8,Travel_Rarely,No,3,23,0,90,Critical
EMP0058,Research & Development,Research Director,5,41,Female,SharePoint,Admin,Leaver,Yes,22,15,15,8,Travel_Rarely,No,3,23,0,90,Critical
EMP0058,Research & Development,Research Director,5,41,Female,ServiceNow,Admin,Leaver,Yes,22,15,15,8,Travel_Rarely,No,3,23,0,90,Critical
EMP0058,Research & Development,Research Director,5,41,Female,Lab Systems,Admin,Leaver,Yes,22,15,15,8,Travel_Rarely,No,3,23,0,90,Critical
EMP0061,Research & Development,Research Scientist,1,37,Male,Active Directory,Write,Mover,No,1,0,0,0,Travel_Rarely,No,4,8,1,50,High
EMP0061,Research & Development,Research Scientist,1,37,Male,SAP,Write,Mover,No,1,0,0,0,Travel_Rarely,No,4,8,1,50,High
EMP0061,Research & Development,Research Scientist,1,37,Male,SharePoint,Write,Mover,No,1,0,0,0,Travel_Rarely,No,4,8,1,50,High
EMP0061,Research & Development,Research Scientist,1,37,Male,ServiceNow,Write,Mover,No,1,0,0,0,Travel_Rarely,No,4,8,1,50,High
EMP0061,Research & Development,Research Scientist,1,37,Male,Lab Systems,Write,Mover,No,1,0,0,0,Travel_Rarely,No,4,8,1,50,High
EMP0064,Research & Development,Laboratory Technician,3,48,Male,Active Directory,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0064,Research & Development,Laboratory Technician,3,48,Male,SAP,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0064,Research & Development,Laboratory Technician,3,48,Male,SharePoint,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0064,Research & Development,Laboratory Technician,3,48,Male,ServiceNow,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0064,Research & Development,Laboratory Technician,3,48,Male,Lab Systems,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,23,2,70,Critical
EMP0065,Research & Development,Laboratory Technician,1,28,Male,Active Directory,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,SAP,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,SharePoint,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,ServiceNow,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0065,Research & Development,Laboratory Technician,1,28,Male,Lab Systems,Read,Leaver,Yes,2,2,2,2,Travel_Rarely,Yes,3,2,3,60,High
EMP0073,Research & Development,Research Director,3,33,Female,Active Directory,Admin,Stable,No,15,14,8,12,Travel_Frequently,Yes,3,15,1,65,High
EMP0073,Research & Development,Research Director,3,33,Female,SAP,Admin,Stable,No,15,14,8,12,Travel_Frequently,Yes,3,15,1,65,High
EMP0073,Research & Development,Research Director,3,33,Female,SharePoint,Admin,Stable,No,15,14,8,12,Travel_Frequently,Yes,3,15,1,65,High
EMP0073,Research & Development,Research Director,3,33,Female,ServiceNow,Admin,Stable,No,15,14,8,12,Travel_Frequently,Yes,3,15,1,65,High
EMP0073,Research & Development,Research Director,3,33,Female,Lab Systems,Admin,Stable,No,15,14,8,12,Travel_Frequently,Yes,3,15,1,65,High
EMP0080,Research & Development,Research Director,5,50,Female,Active Directory,Admin,Stable,No,27,3,13,8,Travel_Rarely,Yes,3,29,2,60,High
EMP0080,Research & Development,Research Director,5,50,Female,SAP,Admin,Stable,No,27,3,13,8,Travel_Rarely,Yes,3,29,2,60,High
EMP0080,Research & Development,Research Director,5,50,Female,SharePoint,Admin,Stable,No,27,3,13,8,Travel_Rarely,Yes,3,29,2,60,High
EMP0080,Research & Development,Research Director,5,50,Female,ServiceNow,Admin,Stable,No,27,3,13,8,Travel_Rarely,Yes,3,29,2,60,High
EMP0080,Research & Development,Research Director,5,50,Female,Lab Systems,Admin,Stable,No,27,3,13,8,Travel_Rarely,Yes,3,29,2,60,High
EMP0084,Research & Development,Manager,4,55,Female,Active Directory,Write,Mover,No,5,0,0,2,Travel_Rarely,Yes,3,21,2,50,High
EMP0084,Research & Development,Manager,4,55,Female,SAP,Write,Mover,No,5,0,0,2,Travel_Rarely,Yes,3,21,2,50,High
EMP0084,Research & Development,Manager,4,55,Female,SharePoint,Write,Mover,No,5,0,0,2,Travel_Rarely,Yes,3,21,2,50,High
EMP0084,Research & Development,Manager,4,55,Female,ServiceNow,Write,Mover,No,5,0,0,2,Travel_Rarely,Yes,3,21,2,50,High
EMP0084,Research & Development,Manager,4,55,Female,Lab Systems,Write,Mover,No,5,0,0,2,Travel_Rarely,Yes,3,21,2,50,High
EMP0086,Research & Development,Research Scientist,3,45,Male,Active Directory,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,25,2,50,High
EMP0086,Research & Development,Research Scientist,3,45,Male,SAP,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,25,2,50,High
EMP0086,Research & Development,Research Scientist,3,45,Male,SharePoint,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,25,2,50,High
EMP0086,Research & Development,Research Scientist,3,45,Male,ServiceNow,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,25,2,50,High
EMP0086,Research & Development,Research Scientist,3,45,Male,Lab Systems,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,25,2,50,High
EMP0090,Research & Development,Research Scientist,1,36,Male,Active Directory,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,SAP,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,SharePoint,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,ServiceNow,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0090,Research & Development,Research Scientist,1,36,Male,Lab Systems,Write,Leaver,Yes,1,0,0,0,Travel_Rarely,Yes,3,2,0,80,Critical
EMP0095,Research & Development,Research Scientist,1,31,Male,Active Directory,Write,Mover,No,1,1,1,0,Travel_Rarely,No,3,1,4,50,High
EMP0095,Research & Development,Research Scientist,1,31,Male,SAP,Write,Mover,No,1,1,1,0,Travel_Rarely,No,3,1,4,50,High
EMP0095,Research & Development,Research Scientist,1,31,Male,SharePoint,Write,Mover,No,1,1,1,0,Travel_Rarely,No,3,1,4,50,High
EMP0095,Research & Development,Research Scientist,1,31,Male,ServiceNow,Write,Mover,No,1,1,1,0,Travel_Rarely,No,3,1,4,50,High
EMP0095,Research & Development,Research Scientist,1,31,Male,Lab Systems,Write,Mover,No,1,1,1,0,Travel_Rarely,No,3,1,4,50,High
EMP0101,Research & Development,Research Director,3,45,Male,Active Directory,Admin,Mover,No,0,0,0,0,Travel_Rarely,Yes,3,17,3,75,Critical
EMP0101,Research & Development,Research Director,3,45,Male,SAP,Admin,Mover,No,0,0,0,0,Travel_Rarely,Yes,3,17,3,75,Critical
EMP0101,Research & Development,Research Director,3,45,Male,SharePoint,Admin,Mover,No,0,0,0,0,Travel_Rarely,Yes,3,17,3,75,Critical
EMP0101,Research & Development,Research Director,3,45,Male,ServiceNow,Admin,Mover,No,0,0,0,0,Travel_Rarely,Yes,3,17,3,75,Critical
EMP0101,Research & Development,Research Director,3,45,Male,Lab Systems,Admin,Mover,No,0,0,0,0,Travel_Rarely,Yes,3,17,3,75,Critical
EMP0106,Sales,Sales Executive,3,55,Male,Active Directory,Write,Mover,No,1,0,1,0,Travel_Rarely,No,3,24,4,50,High
EMP0106,Sales,Sales Executive,3,55,Male,Salesforce,Write,Mover,No,1,0,1,0,Travel_Rarely,No,3,24,4,50,High
EMP0106,Sales,Sales Executive,3,55,Male,SharePoint,Write,Mover,No,1,0,1,0,Travel_Rarely,No,3,24,4,50,High
EMP0106,Sales,Sales Executive,3,55,Male,ServiceNow,Write,Mover,No,1,0,1,0,Travel_Rarely,No,3,24,4,50,High
EMP0106,Sales,Sales Executive,3,55,Male,CRM Portal,Write,Mover,No,1,0,1,0,Travel_Rarely,No,3,24,4,50,High
EMP0118,Sales,Sales Executive,3,46,Male,Active Directory,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,Salesforce,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,SharePoint,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,ServiceNow,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0118,Sales,Sales Executive,3,46,Male,CRM Portal,Write,Leaver,Yes,9,8,4,7,Travel_Rarely,No,3,9,3,70,Critical
EMP0120,Sales,Sales Executive,2,51,Male,Active Directory,Write,Stable,No,10,7,1,0,Travel_Rarely,Yes,4,11,2,50,High
EMP0120,Sales,Sales Executive,2,51,Male,Salesforce,Write,Stable,No,10,7,1,0,Travel_Rarely,Yes,4,11,2,50,High
EMP0120,Sales,Sales Executive,2,51,Male,SharePoint,Write,Stable,No,10,7,1,0,Travel_Rarely,Yes,4,11,2,50,High
EMP0120,Sales,Sales Executive,2,51,Male,ServiceNow,Write,Stable,No,10,7,1,0,Travel_Rarely,Yes,4,11,2,50,High
EMP0120,Sales,Sales Executive,2,51,Male,CRM Portal,Write,Stable,No,10,7,1,0,Travel_Rarely,Yes,4,11,2,50,High
EMP0133,Human Resources,Human Resources,1,37,Male,Active Directory,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,Workday,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,SharePoint,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,ServiceNow,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0133,Human Resources,Human Resources,1,37,Male,HR Portal,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,4,7,3,60,High
EMP0134,Research & Development,Research Scientist,1,32,Male,Active Directory,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,1,2,50,High
EMP0134,Research & Development,Research Scientist,1,32,Male,SAP,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,1,2,50,High
EMP0134,Research & Development,Research Scientist,1,32,Male,SharePoint,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,1,2,50,High
EMP0134,Research & Development,Research Scientist,1,32,Male,ServiceNow,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,1,2,50,High
EMP0134,Research & Development,Research Scientist,1,32,Male,Lab Systems,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,1,2,50,High
EMP0137,Research & Development,Laboratory Technician,1,20,Female,Active Directory,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,SAP,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,SharePoint,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,ServiceNow,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0137,Research & Development,Laboratory Technician,1,20,Female,Lab Systems,Read,Leaver,Yes,1,0,1,0,Travel_Frequently,Yes,3,1,5,75,Critical
EMP0141,Research & Development,Research Director,5,50,Female,Active Directory,Admin,Stable,No,8,3,0,7,Travel_Frequently,Yes,3,28,1,60,High
EMP0141,Research & Development,Research Director,5,50,Female,SAP,Admin,Stable,No,8,3,0,7,Travel_Frequently,Yes,3,28,1,60,High
EMP0141,Research & Development,Research Director,5,50,Female,SharePoint,Admin,Stable,No,8,3,0,7,Travel_Frequently,Yes,3,28,1,60,High
EMP0141,Research & Development,Research Director,5,50,Female,ServiceNow,Admin,Stable,No,8,3,0,7,Travel_Frequently,Yes,3,28,1,60,High
EMP0141,Research & Development,Research Director,5,50,Female,Lab Systems,Admin,Stable,No,8,3,0,7,Travel_Frequently,Yes,3,28,1,60,High
EMP0142,Sales,Sales Executive,2,25,Male,Active Directory,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,Salesforce,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,SharePoint,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,ServiceNow,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0142,Sales,Sales Executive,2,25,Male,CRM Portal,Write,Leaver,Yes,6,4,0,3,Travel_Rarely,Yes,3,6,1,80,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,Active Directory,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,SAP,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,SharePoint,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,ServiceNow,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0147,Research & Development,Laboratory Technician,2,34,Male,Lab Systems,Read,Leaver,Yes,9,7,0,6,Travel_Frequently,Yes,4,9,3,75,Critical
EMP0151,Research & Development,Research Scientist,2,34,Female,Active Directory,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,12,3,50,High
EMP0151,Research & Development,Research Scientist,2,34,Female,SAP,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,12,3,50,High
EMP0151,Research & Development,Research Scientist,2,34,Female,SharePoint,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,12,3,50,High
EMP0151,Research & Development,Research Scientist,2,34,Female,ServiceNow,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,12,3,50,High
EMP0151,Research & Development,Research Scientist,2,34,Female,Lab Systems,Write,Mover,No,1,0,0,0,Travel_Rarely,No,3,12,3,50,High
EMP0158,Sales,Manager,4,43,Male,Active Directory,Write,Stable,No,25,12,4,12,Travel_Frequently,Yes,3,25,3,50,High
EMP0158,Sales,Manager,4,43,Male,Salesforce,Write,Stable,No,25,12,4,12,Travel_Frequently,Yes,3,25,3,50,High
EMP0158,Sales,Manager,4,43,Male,SharePoint,Write,Stable,No,25,12,4,12,Travel_Frequently,Yes,3,25,3,50,High
EMP0158,Sales,Manager,4,43,Male,ServiceNow,Write,Stable,No,25,12,4,12,Travel_Frequently,Yes,3,25,3,50,High
EMP0158,Sales,Manager,4,43,Male,CRM Portal,Write,Stable,No,25,12,4,12,Travel_Frequently,Yes,3,25,3,50,High
EMP0161,Research & Development,Research Scientist,1,56,Female,Active Directory,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
EMP0161,Research & Development,Research Scientist,1,56,Female,SAP,Write,Leaver,Yes,5,4,4,3,Travel_Rarely,Yes,3,7,2,70,Critical
