EmployeeID,Department,JobRole,JobLevel,Age,Gender,SystemName,AccessLevel,JML_Status,Attrition,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,RiskScore,RiskLevel
EMP0015,Research & Development,Laboratory Technician,2,29,Female,Lab Systems,Read,Stable,No,9,5,0,8,Travel_Rarely,Yes,3,10,3,30,Medium
EMP0016,Research & Development,Research Scientist,1,31,Male,Active Directory,Write,Stable,No,5,2,4,3,Travel_Rarely,No,3,5,1,20,Low
EMP0016,Research & Development,Research Scientist,1,31,Male,SAP,Write,Stable,No,5,2,4,3,Travel_Rarely,No,3,5,1,20,Low
EMP0016,Research & Development,Research Scientist,1,31,Male,SharePoint,Write,Stable,No,5,2,4,3,Travel_Rarely,No,3,5,1,20,Low
EMP0016,Research & Development,Research Scientist,1,31,Male,ServiceNow,Write,Stable,No,5,2,4,3,Travel_Rarely,No,3,5,1,20,Low
EMP0016,Research & Development,Research Scientist,1,31,Male,Lab Systems,Write,Stable,No,5,2,4,3,Travel_Rarely,No,3,5,1,20,Low
EMP0018,Research & Development,Laboratory Technician,1,34,Male,Active Directory,Read,Stable,No,2,2,1,2,Travel_Rarely,No,3,3,2,10,Low
EMP0018,Research & Development,Laboratory Technician,1,34,Male,SAP,Read,Stable,No,2,2,1,2,Travel_Rarely,No,3,3,2,10,Low
EMP0018,Research & Development,Laboratory Technician,1,34,Male,SharePoint,Read,Stable,No,2,2,1,2,Travel_Rarely,No,3,3,2,10,Low
EMP0018,Research & Development,Laboratory Technician,1,34,Male,ServiceNow,Read,Stable,No,2,2,1,2,Travel_Rarely,No,3,3,2,10,Low
EMP0018,Research & Development,Laboratory Technician,1,34,Male,Lab Systems,Read,Stable,No,2,2,1,2,Travel_Rarely,No,3,3,2,10,Low
EMP0019,Research & Development,Laboratory Technician,1,28,Male,Active Directory,Read,Leaver,Yes,4,2,0,3,Travel_Rarely,Yes,3,6,4,60,High
EMP0019,Research & Development,Laboratory Technician,1,28,Male,SAP,Read,Leaver,Yes,4,2,0,3,Travel_Rarely,Yes,3,6,4,60,High
EMP0019,Research & Development,Laboratory Technician,1,28,Male,SharePoint,Read,Leaver,Yes,4,2,0,3,Travel_Rarely,Yes,3,6,4,60,High
EMP0019,Research & Development,Laboratory Technician,1,28,Male,ServiceNow,Read,Leaver,Yes,4,2,0,3,Travel_Rarely,Yes,3,6,4,60,High
EMP0019,Research & Development,Laboratory Technician,1,28,Male,Lab Systems,Read,Leaver,Yes,4,2,0,3,Travel_Rarely,Yes,3,6,4,60,High
EMP0020,Research & Development,Manufacturing Director,3,29,Female,Active Directory,Write,Stable,No,10,9,8,8,Travel_Rarely,No,3,10,1,30,Medium
EMP0020,Research & Development,Manufacturing Director,3,29,Female,SAP,Write,Stable,No,10,9,8,8,Travel_Rarely,No,3,10,1,30,Medium
EMP0020,Research & Development,Manufacturing Director,3,29,Female,SharePoint,Write,Stable,No,10,9,8,8,Travel_Rarely,No,3,10,1,30,Medium
EMP0020,Research & Development,Manufacturing Director,3,29,Female,ServiceNow,Write,Stable,No,10,9,8,8,Travel_Rarely,No,3,10,1,30,Medium
EMP0020,Research & Development,Manufacturing Director,3,29,Female,Lab Systems,Write,Stable,No,10,9,8,8,Travel_Rarely,No,3,10,1,30,Medium
EMP0021,Research & Development,Research Scientist,1,32,Male,Active Directory,Write,Stable,No,6,2,0,5,Travel_Rarely,Yes,3,7,5,40,Medium
EMP0021,Research & Development,Research Scientist,1,32,Male,SAP,Write,Stable,No,6,2,0,5,Travel_Rarely,Yes,3,7,5,40,Medium
EMP0021,Research & Development,Research Scientist,1,32,Male,SharePoint,Write,Stable,No,6,2,0,5,Travel_Rarely,Yes,3,7,5,40,Medium
EMP0021,Research & Development,Research Scientist,1,32,Male,ServiceNow,Write,Stable,No,6,2,0,5,Travel_Rarely,Yes,3,7,5,40,Medium
EMP0021,Research & Development,Research Scientist,1,32,Male,Lab Systems,Write,Stable,No,6,2,0,5,Travel_Rarely,Yes,3,7,5,40,Medium
EMP0022,Research & Development,Laboratory Technician,1,22,Male,Active Directory,Read,Mover,No,1,0,0,0,Non-Travel,Yes,3,1,2,45,Medium
EMP0022,Research & Development,Laboratory Technician,1,22,Male,SAP,Read,Mover,No,1,0,0,0,Non-Travel,Yes,3,1,2,45,Medium
EMP0022,Research & Development,Laboratory Technician,1,22,Male,SharePoint,Read,Mover,No,1,0,0,0,Non-Travel,Yes,3,1,2,45,Medium
EMP0022,Research & Development,Laboratory Technician,1,22,Male,ServiceNow,Read,Mover,No,1,0,0,0,Non-Travel,Yes,3,1,2,45,Medium
EMP0022,Research & Development,Laboratory Technician,1,22,Male,Lab Systems,Read,Mover,No,1,0,0,0,Non-Travel,Yes,3,1,2,45,Medium
EMP0023,Sales,Manager,4,53,Female,Active Directory,Write,Stable,No,25,8,3,7,Travel_Rarely,No,3,31,3,35,Medium
EMP0023,Sales,Manager,4,53,Female,Salesforce,Write,Stable,No,25,8,3,7,Travel_Rarely,No,3,31,3,35,Medium
EMP0023,Sales,Manager,4,53,Female,SharePoint,Write,Stable,No,25,8,3,7,Travel_Rarely,No,3,31,3,35,Medium
EMP0023,Sales,Manager,4,53,Female,ServiceNow,Write,Stable,No,25,8,3,7,Travel_Rarely,No,3,31,3,35,Medium
EMP0023,Sales,Manager,4,53,Female,CRM Portal,Write,Stable,No,25,8,3,7,Travel_Rarely,No,3,31,3,35,Medium
EMP0024,Research & Development,Research Scientist,1,38,Male,Active Directory,Write,Stable,No,3,2,1,2,Travel_Rarely,Yes,3,6,3,30,Medium
EMP0024,Research & Development,Research Scientist,1,38,Male,SAP,Write,Stable,No,3,2,1,2,Travel_Rarely,Yes,3,6,3,30,Medium
EMP0024,Research & Development,Research Scientist,1,38,Male,SharePoint,Write,Stable,No,3,2,1,2,Travel_Rarely,Yes,3,6,3,30,Medium
EMP0024,Research & Development,Research Scientist,1,38,Male,ServiceNow,Write,Stable,No,3,2,1,2,Travel_Rarely,Yes,3,6,3,30,Medium
EMP0024,Research & Development,Research Scientist,1,38,Male,Lab Systems,Write,Stable,No,3,2,1,2,Travel_Rarely,Yes,3,6,3,30,Medium
EMP0026,Research & Development,Manufacturing Director,2,24,Female,Active Directory,Write,Stable,No,4,2,1,3,Non-Travel,No,3,5,5,15,Low
EMP0026,Research & Development,Manufacturing Director,2,24,Female,SAP,Write,Stable,No,4,2,1,3,Non-Travel,No,3,5,5,15,Low
EMP0026,Research & Development,Manufacturing Director,2,24,Female,SharePoint,Write,Stable,No,4,2,1,3,Non-Travel,No,3,5,5,15,Low
EMP0026,Research & Development,Manufacturing Director,2,24,Female,ServiceNow,Write,Stable,No,4,2,1,3,Non-Travel,No,3,5,5,15,Low
EMP0026,Research & Development,Manufacturing Director,2,24,Female,Lab Systems,Write,Stable,No,4,2,1,3,Non-Travel,No,3,5,5,15,Low
EMP0027,Sales,Sales Representative,1,36,Male,Active Directory,Read,Leaver,Yes,5,3,0,3,Travel_Rarely,No,4,10,4,50,High
EMP0027,Sales,Sales Representative,1,36,Male,Salesforce,Read,Leaver,Yes,5,3,0,3,Travel_Rarely,No,4,10,4,50,High
EMP0027,Sales,Sales Representative,1,36,Male,SharePoint,Read,Leaver,Yes,5,3,0,3,Travel_Rarely,No,4,10,4,50,High
EMP0027,Sales,Sales Representative,1,36,Male,ServiceNow,Read,Leaver,Yes,5,3,0,3,Travel_Rarely,No,4,10,4,50,High
EMP0027,Sales,Sales Representative,1,36,Male,CRM Portal,Read,Leaver,Yes,5,3,0,3,Travel_Rarely,No,4,10,4,50,High
EMP0028,Research & Development,Research Director,3,34,Female,Active Directory,Admin,Stable,No,12,6,2,11,Travel_Rarely,No,3,13,4,50,High
EMP0028,Research & Development,Research Director,3,34,Female,SAP,Admin,Stable,No,12,6,2,11,Travel_Rarely,No,3,13,4,50,High
EMP0028,Research & Development,Research Director,3,34,Female,SharePoint,Admin,Stable,No,12,6,2,11,Travel_Rarely,No,3,13,4,50,High
EMP0028,Research & Development,Research Director,3,34,Female,ServiceNow,Admin,Stable,No,12,6,2,11,Travel_Rarely,No,3,13,4,50,High
EMP0028,Research & Development,Research Director,3,34,Female,Lab Systems,Admin,Stable,No,12,6,2,11,Travel_Rarely,No,3,13,4,50,High
EMP0030,Research & Development,Research Scientist,1,21,Male,Active Directory,Write,Mover,No,0,0,0,0,Travel_Rarely,No,3,0,6,50,High
EMP0030,Research & Development,Research Scientist,1,21,Male,SAP,Write,Mover,No,0,0,0,0,Travel_Rarely,No,3,0,6,50,High
EMP0030,Research & Development,Research Scientist,1,21,Male,SharePoint,Write,Mover,No,0,0,0,0,Travel_Rarely,No,3,0,6,50,High
EMP0030,Research & Development,Research Scientist,1,21,Male,ServiceNow,Write,Mover,No,0,0,0,0,Travel_Rarely,No,3,0,6,50,High
EMP0030,Research & Development,Research Scientist,1,21,Male,Lab Systems,Write,Mover,No,0,0,0,0,Travel_Rarely,No,3,0,6,50,High
EMP0031,Research & Development,Research Scientist,1,34,Male,Active Directory,Write,Leaver,Yes,4,2,1,3,Travel_Rarely,No,3,8,2,60,High
EMP0031,Research & Development,Research Scientist,1,34,Male,SAP,Write,Leaver,Yes,4,2,1,3,Travel_Rarely,No,3,8,2,60,High
EMP0031,Research & Development,Research Scientist,1,34,Male,SharePoint,Write,Leaver,Yes,4,2,1,3,Travel_Rarely,No,3,8,2,60,High
EMP0031,Research & Development,Research Scientist,1,34,Male,ServiceNow,Write,Leaver,Yes,4,2,1,3,Travel_Rarely,No,3,8,2,60,High
EMP0031,Research & Development,Research Scientist,1,34,Male,Lab Systems,Write,Leaver,Yes,4,2,1,3,Travel_Rarely,No,3,8,2,60,High
EMP0032,Research & Development,Manager,5,53,Female,Active Directory,Write,Stable,No,14,13,4,8,Travel_Rarely,No,3,26,3,35,Medium
EMP0032,Research & Development,Manager,5,53,Female,SAP,Write,Stable,No,14,13,4,8,Travel_Rarely,No,3,26,3,35,Medium
EMP0032,Research & Development,Manager,5,53,Female,SharePoint,Write,Stable,No,14,13,4,8,Travel_Rarely,No,3,26,3,35,Medium
EMP0032,Research & Development,Manager,5,53,Female,ServiceNow,Write,Stable,No,14,13,4,8,Travel_Rarely,No,3,26,3,35,Medium
EMP0032,Research & Development,Manager,5,53,Female,Lab Systems,Write,Stable,No,14,13,4,8,Travel_Rarely,No,3,26,3,35,Medium
EMP0033,Research & Development,Research Scientist,1,32,Female,Active Directory,Write,Leaver,Yes,10,2,6,7,Travel_Frequently,Yes,4,10,5,85,Critical
EMP0033,Research & Development,Research Scientist,1,32,Female,SAP,Write,Leaver,Yes,10,2,6,7,Travel_Frequently,Yes,4,10,5,85,Critical
EMP0033,Research & Development,Research Scientist,1,32,Female,SharePoint,Write,Leaver,Yes,10,2,6,7,Travel_Frequently,Yes,4,10,5,85,Critical
EMP0033,Research & Development,Research Scientist,1,32,Female,ServiceNow,Write,Leaver,Yes,10,2,6,7,Travel_Frequently,Yes,4,10,5,85,Critical
EMP0033,Research & Development,Research Scientist,1,32,Female,Lab Systems,Write,Leaver,Yes,10,2,6,7,Travel_Frequently,Yes,4,10,5,85,Critical
EMP0035,Sales,Sales Executive,2,42,Male,Active Directory,Write,Stable,No,9,7,4,2,Travel_Rarely,No,3,10,2,30,Medium
EMP0035,Sales,Sales Executive,2,42,Male,Salesforce,Write,Stable,No,9,7,4,2,Travel_Rarely,No,3,10,2,30,Medium
EMP0035,Sales,Sales Executive,2,42,Male,SharePoint,Write,Stable,No,9,7,4,2,Travel_Rarely,No,3,10,2,30,Medium
EMP0035,Sales,Sales Executive,2,42,Male,ServiceNow,Write,Stable,No,9,7,4,2,Travel_Rarely,No,3,10,2,30,Medium
EMP0035,Sales,Sales Executive,2,42,Male,CRM Portal,Write,Stable,No,9,7,4,2,Travel_Rarely,No,3,10,2,30,Medium
EMP0036,Research & Development,Healthcare Representative,3,44,Female,Active Directory,Read,Stable,No,22,6,5,17,Travel_Rarely,No,3,24,4,25,Low
EMP0036,Research & Development,Healthcare Representative,3,44,Female,SAP,Read,Stable,No,22,6,5,17,Travel_Rarely,No,3,24,4,25,Low
EMP0036,Research & Development,Healthcare Representative,3,44,Female,SharePoint,Read,Stable,No,22,6,5,17,Travel_Rarely,No,3,24,4,25,Low
EMP0036,Research & Development,Healthcare Representative,3,44,Female,ServiceNow,Read,Stable,No,22,6,5,17,Travel_Rarely,No,3,24,4,25,Low
EMP0036,Research & Development,Healthcare Representative,3,44,Female,Lab Systems,Read,Stable,No,22,6,5,17,Travel_Rarely,No,3,24,4,25,Low
EMP0038,Sales,Manager,5,46,Female,Active Directory,Write,Stable,No,2,2,2,1,Travel_Rarely,No,3,22,2,30,Medium
EMP0038,Sales,Manager,5,46,Female,Salesforce,Write,Stable,No,2,2,2,1,Travel_Rarely,No,3,22,2,30,Medium
EMP0038,Sales,Manager,5,46,Female,SharePoint,Write,Stable,No,2,2,2,1,Travel_Rarely,No,3,22,2,30,Medium
EMP0038,Sales,Manager,5,46,Female,ServiceNow,Write,Stable,No,2,2,2,1,Travel_Rarely,No,3,22,2,30,Medium
EMP0038,Sales,Manager,5,46,Female,CRM Portal,Write,Stable,No,2,2,2,1,Travel_Rarely,No,3,22,2,30,Medium
EMP0039,Research & Development,Laboratory Technician,1,33,Male,Active Directory,Read,Mover,No,1,1,0,0,Travel_Rarely,No,3,7,3,40,Medium
EMP0039,Research & Development,Laboratory Technician,1,33,Male,SAP,Read,Mover,No,1,1,0,0,Travel_Rarely,No,3,7,3,40,Medium
EMP0039,Research & Development,Laboratory Technician,1,33,Male,SharePoint,Read,Mover,No,1,1,0,0,Travel_Rarely,No,3,7,3,40,Medium
EMP0039,Research & Development,Laboratory Technician,1,33,Male,ServiceNow,Read,Mover,No,1,1,0,0,Travel_Rarely,No,3,7,3,40,Medium
EMP0039,Research & Development,Laboratory Technician,1,33,Male,Lab Systems,Read,Mover,No,1,1,0,0,Travel_Rarely,No,3,7,3,40,Medium
EMP0040,Research & Development,Healthcare Representative,2,44,Male,Active Directory,Read,Stable,No,4,2,1,3,Travel_Rarely,Yes,3,9,5,20,Low
EMP0040,Research & Development,Healthcare Representative,2,44,Male,SAP,Read,Stable,No,4,2,1,3,Travel_Rarely,Yes,3,9,5,20,Low
EMP0040,Research & Development,Healthcare Representative,2,44,Male,SharePoint,Read,Stable,No,4,2,1,3,Travel_Rarely,Yes,3,9,5,20,Low
EMP0040,Research & Development,Healthcare Representative,2,44,Male,ServiceNow,Read,Stable,No,4,2,1,3,Travel_Rarely,Yes,3,9,5,20,Low
EMP0040,Research & Development,Healthcare Representative,2,44,Male,Lab Systems,Read,Stable,No,4,2,1,3,Travel_Rarely,Yes,3,9,5,20,Low
EMP0041,Research & Development,Laboratory Technician,1,30,Male,Active Directory,Read,Mover,No,10,0,1,8,Travel_Rarely,No,3,10,5,40,Medium
EMP0041,Research & Development,Laboratory Technician,1,30,Male,SAP,Read,Mover,No,10,0,1,8,Travel_Rarely,No,3,10,5,40,Medium
EMP0041,Research & Development,Laboratory Technician,1,30,Male,SharePoint,Read,Mover,No,10,0,1,8,Travel_Rarely,No,3,10,5,40,Medium
EMP0041,Research & Development,Laboratory Technician,1,30,Male,ServiceNow,Read,Mover,No,10,0,1,8,Travel_Rarely,No,3,10,5,40,Medium
EMP0041,Research & Development,Laboratory Technician,1,30,Male,Lab Systems,Read,Mover,No,10,0,1,8,Travel_Rarely,No,3,10,5,40,Medium
EMP0042,Sales,Sales Representative,2,39,Male,Active Directory,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,No,3,19,6,60,High
EMP0042,Sales,Sales Representative,2,39,Male,Salesforce,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,No,3,19,6,60,High
EMP0042,Sales,Sales Representative,2,39,Male,SharePoint,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,No,3,19,6,60,High
EMP0042,Sales,Sales Representative,2,39,Male,ServiceNow,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,No,3,19,6,60,High
EMP0042,Sales,Sales Representative,2,39,Male,CRM Portal,Read,Leaver,Yes,1,0,0,0,Travel_Rarely,No,3,19,6,60,High
EMP0045,Research & Development,Research Scientist,1,24,Male,Active Directory,Write,Leaver,Yes,2,0,2,0,Travel_Rarely,Yes,3,6,2,80,Critical
EMP0045,Research & Development,Research Scientist,1,24,Male,SAP,Write,Leaver,Yes,2,0,2,0,Travel_Rarely,Yes,3,6,2,80,Critical
EMP0045,Research & Development,Research Scientist,1,24,Male,SharePoint,Write,Leaver,Yes,2,0,2,0,Travel_Rarely,Yes,3,6,2,80,Critical
EMP0045,Research & Development,Research Scientist,1,24,Male,ServiceNow,Write,Leaver,Yes,2,0,2,0,Travel_Rarely,Yes,3,6,2,80,Critical
EMP0045,Research & Development,Research Scientist,1,24,Male,Lab Systems,Write,Leaver,Yes,2,0,2,0,Travel_Rarely,Yes,3,6,2,80,Critical
EMP0046,Research & Development,Research Scientist,1,43,Female,Active Directory,Write,Stable,No,5,3,1,4,Travel_Rarely,No,3,6,3,20,Low
EMP0046,Research & Development,Research Scientist,1,43,Female,SAP,Write,Stable,No,5,3,1,4,Travel_Rarely,No,3,6,3,20,Low
EMP0046,Research & Development,Research Scientist,1,43,Female,SharePoint,Write,Stable,No,5,3,1,4,Travel_Rarely,No,3,6,3,20,Low
EMP0046,Research & Development,Research Scientist,1,43,Female,ServiceNow,Write,Stable,No,5,3,1,4,Travel_Rarely,No,3,6,3,20,Low
EMP0046,Research & Development,Research Scientist,1,43,Female,Lab Systems,Write,Stable,No,5,3,1,4,Travel_Rarely,No,3,6,3,20,Low
EMP0047,Sales,Sales Representative,1,50,Male,Active Directory,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,Salesforce,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,SharePoint,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,ServiceNow,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0047,Sales,Sales Representative,1,50,Male,CRM Portal,Read,Leaver,Yes,3,2,0,2,Travel_Rarely,Yes,3,3,2,60,High
EMP0049,Sales,Sales Representative,1,35,Female,Active Directory,Read,Stable,No,2,2,2,2,Travel_Rarely,No,3,2,3,10,Low
EMP0049,Sales,Sales Representative,1,35,Female,Salesforce,Read,Stable,No,2,2,2,2,Travel_Rarely,No,3,2,3,10,Low
